"ID_REF"    "CD4T_Cxcr5+Bcl6+_1"	"CD4T_Cxcr5+Bcl6+_2"	"CD4T_Cxcr5-Bcl6-_1"	"CD4T_Cxcr5-Bcl6-_2"	"CD4T_Cxcr5+Bcl6-_1"	"CD4T_Cxcr5+Bcl6-_2"
10566138	6.252881	6.558209	6.162939	6.180743	5.889154	6.199643
10566140	8.114639	8.035286	7.784338	7.817107	7.798387	7.803487
10566142	12.45507	12.31729	11.7848	11.59406	11.97738	11.98276
10566144	10.01991	9.982818	10.87185	10.77245	10.91163	10.83427
10566155	6.091801	6.028386	6.011134	6.287658	6.110036	5.963629
10566157	6.825294	6.794372	6.591877	6.647656	6.515791	6.454918
10566159	6.474452	6.584505	6.290831	6.373293	6.282553	6.132994
10566161	9.10234	8.99614	8.781831	8.547435	8.930986	8.956914
10566168	7.062852	7.126895	6.117604	6.267607	6.32469	6.149931
10566170	6.498805	6.857925	5.757915	6.128844	5.839315	5.863598
10566172	5.291816	5.406822	5.210794	5.14842	5.188121	5.165695
10566182	8.017039	7.598557	7.19791	7.423911	7.419165	7.201435
10566184	6.9922	6.910157	6.397246	6.742036	6.577413	6.528503
10566186	7.217164	6.997219	7.035626	7.069408	6.898362	6.858849
10566188	6.419868	6.138641	5.848247	6.010899	5.61972	5.767613
10566190	6.568192	6.595407	6.06459	6.441799	6.340553	6.214739
10566192	7.17273	7.502332	6.763122	6.841146	6.782073	6.755084
10566194	5.977414	6.246927	5.826625	6.01789	5.673119	5.710007
10566196	6.240816	6.445696	5.964376	6.074973	5.988981	6.016089
10566199	7.214429	7.238125	6.983963	6.924791	6.711269	6.870256
10566201	6.205318	6.91251	6.421743	6.137561	6.390162	6.31699
10566203	5.369456	5.506145	5.183466	5.386461	5.294361	5.487443
10566205	9.014305	8.380537	7.95205	8.676648	8.33637	8.055435
10566207	5.589534	5.810045	5.563242	5.467744	5.351141	5.523111
10566209	7.096091	7.086049	6.761843	6.794801	6.824108	6.83873
10566211	6.063429	6.278131	6.004744	5.895022	5.618365	6.051177
10566213	7.094093	7.50774	6.948038	7.41106	7.008165	7.092766
10566215	6.082823	6.21389	5.790998	5.974439	5.884406	5.899965
10566217	7.300477	7.318317	7.154895	7.179807	7.158547	7.173404
10566219	6.900841	6.943084	6.56416	6.82507	6.559633	6.587465
10566221	5.573504	5.695173	5.081513	5.452504	5.419257	5.232583
10566223	5.962262	5.873935	5.617489	5.696485	5.534401	5.495596
10566225	6.574089	6.776671	6.156166	6.298259	6.175205	6.380599
10566227	6.405472	6.685777	6.319578	6.214513	6.306671	6.220617
10566229	6.824527	7.006824	6.486736	6.432488	6.205441	6.214028
10566231	6.168341	6.609308	6.130976	6.210104	5.73548	5.989063
10566233	5.784945	5.812591	5.639151	5.789957	5.698799	5.654584
10566237	5.000506	4.884832	4.867923	4.964254	4.910759	4.867218
10566239	6.431372	6.369064	5.972087	6.025271	6.092228	6.168884
10566241	5.775713	5.807935	5.77568	5.856767	5.647414	5.629139
10566245	4.659613	4.760257	4.760751	4.777446	4.672621	4.863888
10566249	6.561871	7.161337	6.206684	6.148217	6.497878	6.152739
10566251	5.072937	5.569145	5.220009	5.090762	5.060609	5.011278
10566254	7.103134	7.183038	6.960262	7.029452	6.810296	6.835449
10566258	6.941335	6.991369	6.878304	6.866147	6.714455	6.63442
10566264	6.766601	6.861619	6.518593	6.579337	6.523685	6.3568
10566268	5.750348	5.862312	5.592694	5.774295	5.705941	5.678148
10566272	6.393421	6.843209	6.264178	6.555686	6.181415	6.224929
10566276	6.139791	6.272154	5.857854	5.961822	5.834995	5.868
10566281	9.806298	10.29241	10.66846	10.27867	10.46552	10.28708
10566283	6.482497	6.662986	5.967307	6.079442	5.853663	5.931664
10566286	6.83685	6.783883	6.843964	6.893244	6.821303	6.975577
10566290	5.895846	6.100317	5.88124	5.972895	5.574177	5.906837
10566292	6.18915	6.018372	5.699104	5.905948	5.65719	5.49238
10566294	5.913863	5.751734	5.554812	5.837176	5.555293	5.33296
10566296	7.464265	7.227798	6.963047	7.013315	6.994997	6.832214
10566298	6.340403	6.158232	5.994379	6.174332	5.822753	5.948437
10566300	7.286594	7.485693	6.52598	6.460128	6.459302	6.387894
10566302	7.015635	7.368838	6.580389	6.763344	6.891188	6.814158
10566304	6.922778	7.128263	6.934845	7.090168	6.965173	7.180158
10566306	7.856153	7.518323	7.197618	7.457847	7.366129	7.418181
10566309	6.558338	6.372375	6.049051	6.358044	6.116117	6.174478
10566315	7.373171	7.362572	7.192769	7.384437	7.155905	7.331209
10566322	6.344909	6.273737	5.943026	6.154866	6.131724	5.806899
10566324	6.330568	6.548053	6.325018	6.362106	6.306369	6.260417
10566326	9.82118	10.06905	9.982601	9.413354	10.09479	9.757748
10566333	10.39108	10.43087	10.18502	9.806435	10.21758	10.19638
10566346	9.360595	9.3179	9.645794	8.749615	9.38049	9.501992
10566350	5.969068	5.892301	6.129094	6.193066	5.930506	5.815639
10566358	11.33334	11.44505	12.12485	12.10383	12.25669	12.23802
10566366	6.834853	7.079188	8.639992	8.093625	8.294389	8.314825
10566372	5.962516	6.043145	6.2379	6.142165	6.313058	6.108404
10566377	6.208559	6.391076	5.783223	6.120193	5.868023	5.938409
10566379	7.335778	7.19814	6.964199	7.159988	7.021966	7.003553
10566384	4.768909	4.901861	4.678562	4.905896	4.653306	4.473307
10566387	7.397318	7.471567	7.337708	7.047896	7.020113	7.124909
10566395	6.771496	6.835949	6.521152	6.563871	6.387905	6.441937
10566398	6.983291	6.686522	6.594981	6.533798	6.684766	6.542161
10566400	7.018693	6.89466	6.560518	6.655	6.604136	6.501376
10566403	5.690702	5.84503	5.495157	5.52316	5.414823	5.416874
10566405	10.88097	11.02382	11.20661	11.02167	11.25241	11.16961
10566409	6.662434	6.895376	6.274589	6.474877	6.588548	6.493276
10566411	6.091588	5.939338	5.73208	6.061065	5.824201	5.975261
10566413	5.39316	5.697267	5.192699	5.262298	5.313102	5.204368
10566415	4.854113	4.895201	5.109173	5.165782	4.89734	4.84843
10566417	5.549681	5.711736	5.543544	5.548538	5.396441	5.306549
10566419	7.04502	7.023902	6.53622	6.634467	6.554976	6.402283
10566422	7.610909	7.612062	7.115067	7.226048	7.007005	6.946411
10566425	5.195693	5.235269	5.036134	4.949713	4.980712	4.761397
10566427	5.637909	5.531203	5.134677	5.05417	4.999011	5.02628
10566430	6.773486	6.654493	6.662876	6.641846	6.459481	6.388185
10566432	7.153393	7.284361	6.888116	6.877367	6.638215	6.849965
10566434	6.921993	6.884072	6.851906	6.905773	6.728193	6.721336
10566436	6.335307	6.064081	5.968874	6.046115	5.886266	5.781421
10566438	9.418228	9.598619	9.027962	9.165593	8.793106	8.988897
10566452	8.784983	8.907741	8.699751	8.763038	8.728574	8.722647
10566454	7.938463	7.860595	7.937936	8.00482	8.019171	7.878873
10566457	7.509443	7.552545	7.458204	7.572965	7.493722	7.407464
10566477	7.440054	7.363226	7.269155	7.501283	7.227695	7.251048
10566488	9.457274	9.57	9.046506	9.280943	9.130995	9.124361
10566502	9.627089	9.716097	9.809311	9.686004	9.796827	9.908132
10566512	9.403148	9.356415	9.092999	9.292871	9.106336	9.139733
10566514	8.309216	8.129923	8.799289	8.295548	8.723125	8.577639
10566516	10.60118	10.64655	11.47692	11.3989	11.15129	11.13035
10566525	9.250947	9.42368	9.930356	10.09679	9.555129	9.634212
10566529	10.83434	11.04792	10.11071	10.21288	10.37668	10.41633
10566543	7.060362	7.184277	6.922483	7.103947	7.009436	7.076298
10566564	9.293502	9.333156	10.47293	10.37225	10.09414	10.04228
10566571	8.990905	8.915306	10.00613	9.792546	9.908051	9.817388
10566574	9.732828	9.67794	10.70471	10.76855	10.4701	10.52938
10566578	9.954355	9.854537	11.02323	10.77533	10.9182	10.79956
10566580	9.08524	9.047543	10.69003	10.60921	10.56171	10.50635
10566583	11.56756	11.60424	12.33926	12.24464	12.30452	12.33014
10566585	8.354857	8.245803	9.523148	9.541474	9.652088	9.638653
10566587	6.695034	6.996114	6.64958	6.378954	6.492813	6.200353
10566589	6.562514	6.895263	6.300668	6.519348	6.267323	6.279304
10566591	5.492576	5.888677	5.532117	5.438141	5.359718	5.459103
10566593	6.928965	6.737232	6.698281	6.616142	6.549713	6.521756
10566595	7.018193	7.530641	6.715674	7.070155	6.786033	6.913291
10566597	6.912926	6.843045	6.742511	6.590655	6.853158	6.786906
10566599	6.262505	6.479103	6.031762	6.163346	6.263059	5.977932
10566601	6.739732	6.842934	6.638377	6.584058	6.461928	6.545014
10566603	5.337593	5.56644	5.079841	5.236534	5.087685	5.153193
10566607	5.869005	6.048318	5.760954	5.882566	5.831529	5.726044
10566609	6.752334	7.159863	6.278902	6.70935	6.38038	6.357168
10566611	5.468212	5.904214	5.646753	5.78072	5.809394	5.801893
10566613	5.083029	4.866882	4.649005	4.812249	4.637385	4.897597
10566615	6.987962	7.06229	6.759724	6.86351	6.849685	6.838591
10566618	6.63163	6.94036	6.150571	6.345807	6.20544	6.238033
10566620	6.533465	6.920935	6.296706	6.525626	6.408859	6.458845
10566622	5.424638	6.050895	5.451565	5.349361	5.448952	5.224679
10566624	4.535491	4.967967	4.210139	4.321771	4.465972	4.632725
10566626	6.247617	6.314917	5.803204	5.762432	5.75422	5.776553
10566628	6.657498	6.483788	6.927879	6.904775	6.733525	6.670059
10566630	8.004233	7.88045	7.642514	7.922194	7.721935	7.775575
10566632	5.820146	5.762686	5.655324	5.846871	5.737821	5.712678
10566644	6.09919	6.067456	5.76371	5.895683	5.879244	5.9523
10566662	5.657261	6.123724	5.511065	5.757672	5.506754	5.492529
10566664	6.117638	6.382092	5.988529	6.041922	5.915998	5.995642
10566666	5.544273	5.705923	5.139782	5.35955	5.149765	5.097409
10566668	8.841349	8.967963	9.35753	9.257656	9.285337	9.112601
10566670	5.913966	6.101167	5.625775	5.782426	5.543624	5.531988
10566672	4.913787	4.827972	4.808586	4.656087	4.644643	4.335415
10566674	4.025525	4.134772	4.204617	4.075205	4.235694	4.079659
10566676	5.921555	6.11627	5.475044	5.543777	5.403547	5.530435
10566678	7.307516	7.584454	6.841031	7.158621	6.50712	6.686325
10566680	5.177684	5.059383	4.953691	4.951055	4.938209	4.933714
10566682	7.424429	7.934649	6.908819	7.086328	6.800913	6.799724
10566684	7.058523	7.086853	6.584932	6.493847	6.409181	6.379879
10566686	4.618079	4.902249	4.430593	4.458731	4.251171	4.476295
10566688	5.991915	6.085591	5.703823	5.938565	5.631952	5.52142
10566690	5.925567	5.968163	5.5885	5.811187	5.758385	5.682144
10566692	6.907697	7.16349	6.35494	6.542922	6.164352	6.140686
10566694	5.44209	5.272388	5.599819	5.418316	5.520695	5.202534
10566696	4.935352	5.360121	4.984706	4.742875	4.925855	4.996533
10566698	6.550981	6.603348	6.152761	6.272504	6.118104	6.091476
10566700	5.092246	5.297695	5.220038	5.004282	4.585036	4.816972
10566702	7.113387	7.061194	6.673811	6.716299	6.828204	6.579163
10566705	5.911448	6.370956	5.968568	6.406516	5.749397	5.818489
10566707	6.837976	6.932506	6.031862	6.101914	6.017694	6.145699
10566709	6.496669	6.473436	6.231454	6.360494	6.242302	6.29791
10566714	6.308435	6.281634	6.12178	6.12448	6.291248	6.193333
10566723	6.146708	6.15441	5.876527	6.251102	6.073183	6.224239
10566730	5.591308	5.792914	5.489685	5.692675	5.438333	5.530855
10566743	7.41959	7.497239	7.245181	7.388975	7.260426	7.270267
10566767	6.653948	6.504877	6.451319	6.707607	6.441273	6.40544
10566791	7.561676	7.26588	7.339661	7.46392	7.291241	7.382796
10566800	6.651464	6.725276	6.589869	6.814537	6.502401	6.604716
10566804	11.44957	11.40211	11.32278	11.12856	11.45792	11.3143
10566810	6.096539	6.071453	6.019563	6.347239	6.03658	6.17858
10566822	7.867758	7.72894	7.305776	7.650431	7.443239	7.554534
10566846	8.334103	8.609797	10.79389	10.79265	10.50884	10.47216
10566870	8.667126	8.68197	8.744749	8.536173	8.565239	8.472613
10566875	9.292628	9.317545	9.271044	9.103087	9.184752	9.008282
10566877	8.194958	8.246058	8.750377	8.675172	8.45774	8.410445
10566922	7.374523	7.538638	7.389767	7.463587	7.326552	7.480398
10566926	9.309981	9.374423	9.578506	9.409225	9.451004	9.386109
10566934	6.922762	6.90911	6.598269	6.886477	6.794479	6.611986
10566943	7.582788	7.556993	7.355539	7.550015	7.339801	7.446126
10566966	12.44956	12.47773	12.72008	12.69933	12.57517	12.65029
10566993	6.324752	6.425291	6.462125	6.624528	6.466493	6.56599
10567008	3.89845	3.972008	3.759046	3.859501	3.767312	3.817711
10567010	7.189734	7.191441	6.951389	7.056225	6.92112	6.979298
10567020	13.11734	13.11543	13.33665	13.39168	13.27382	13.33858
10567022	8.361673	8.490278	8.688708	8.576468	8.529629	8.540907
10567034	5.210254	5.294893	5.248024	5.037807	5.21656	5.085927
10567038	4.903337	4.866897	4.961052	4.780962	4.800712	4.906709
10567041	6.70277	6.496922	6.299747	6.426158	6.319545	6.421352
10567043	10.62278	10.7823	11.28027	11.08933	11.47764	11.39795
10567049	11.51367	11.51325	11.63564	11.44831	11.60804	11.50421
10567072	11.58876	11.66646	11.79229	11.70645	11.77018	11.80523
10567084	8.509107	8.383393	7.838188	7.910964	8.131566	7.861063
10567086	6.603677	6.984165	7.069905	7.087346	6.603552	6.746608
10567095	6.581505	6.557882	6.594915	6.720912	6.422472	6.457536
10567103	13.19017	13.04973	13.2046	13.18229	13.04984	13.16614
10567106	8.147686	8.075146	8.097049	8.354502	8.288782	8.50021
10567108	7.450394	7.183054	7.161116	7.453939	7.209053	7.209729
10567131	10.12328	10.09793	10.57186	10.4958	10.41002	10.47199
10567134	7.860372	7.911597	7.719517	7.782915	7.778079	7.818895
10567163	12.44127	12.37265	12.77464	12.57278	12.55013	12.58441
10567171	9.143983	9.051813	10.62411	10.17185	9.993102	9.682438
10567173	10.70479	10.70993	10.71305	10.76043	10.94258	10.91265
10567211	11.66427	11.2551	11.79025	11.68217	11.60054	11.83002
10567213	12.04341	11.75511	12.17952	12.14557	11.93452	12.28543
10567216	10.41879	10.29899	10.63916	10.74941	10.38626	10.49651
10567219	12.00938	12.11562	11.68817	11.59163	12.08798	12.06997
10567229	11.38825	11.49886	11.55338	11.47931	11.44924	11.40652
10567289	7.52557	7.46438	7.476418	7.543984	7.368887	7.540821
10567297	8.037185	8.139956	7.321857	7.353308	7.510501	7.655086
10567299	8.781818	8.839598	8.308377	8.38068	8.307074	8.582544
10567303	7.643004	7.707877	7.836547	8.003168	8.037001	7.89598
10567316	6.786828	6.872857	6.623116	6.723242	6.717441	6.745346
10567335	10.5592	10.62519	10.63982	10.33837	10.67199	10.68516
10567343	8.016043	8.141415	9.140004	8.965734	8.775647	8.760788
10567355	7.745515	8.036064	7.357324	7.306201	7.445403	7.62967
10567361	8.624815	8.443516	8.22912	8.379566	8.383252	8.305553
10567366	6.271704	6.221081	6.117351	6.250066	6.234249	6.209638
10567380	6.892064	6.677315	6.563956	6.760133	6.729035	6.529454
10567394	5.892506	5.822303	5.831874	5.889095	5.86469	5.866696
10567407	8.542637	8.640578	9.976468	9.835623	9.338651	9.471107
10567412	8.520149	8.765688	8.4063	8.163564	8.844828	8.969998
10567423	8.815416	8.881793	9.300833	9.16681	9.079176	8.976603
10567428	5.971707	5.785769	6.142776	6.034632	5.868898	5.882349
10567430	5.775186	5.789537	5.479713	5.574122	5.196476	5.347631
10567432	6.61704	6.54495	6.495463	6.455998	6.497856	6.309232
10567442	8.092419	7.775296	7.716909	7.936483	7.861949	7.895576
10567444	7.057162	6.801908	6.474127	6.725535	6.800487	6.47128
10567446	5.652895	5.297689	5.529604	5.563254	5.527087	5.390221
10567448	6.357267	6.264652	6.27937	6.401256	6.293676	6.388557
10567450	6.898533	6.606522	6.7976	6.863276	6.82557	6.769461
10567452	4.677698	5.057605	4.794427	4.862021	4.915942	4.606014
10567454	7.10643	7.239678	6.938829	7.117676	7.015804	7.204869
10567456	4.683402	4.654234	4.470461	4.580648	4.514476	4.381955
10567458	8.190742	7.860764	7.872532	8.040162	7.935936	7.982816
10567460	6.297952	6.058585	5.888963	6.20524	5.943918	6.082042
10567462	5.110082	5.091286	4.926448	5.064543	5.080822	5.00352
10567464	6.804998	6.777468	6.590937	6.682432	6.718608	6.498647
10567466	7.465049	7.783829	7.028193	7.18073	7.126064	6.951645
10567468	6.249596	6.19438	6.086416	6.224527	6.093594	6.070152
10567490	5.7295	5.706079	5.49671	5.632393	5.4655	5.647339
10567492	4.859836	5.041699	5.044383	5.102758	4.881077	4.886362
10567494	6.268144	6.237023	6.287136	6.39338	6.351106	6.255176
10567496	5.843791	5.874429	5.764245	5.975442	5.86163	5.86163
10567498	6.699853	6.496895	6.582664	6.533628	6.456134	6.478473
10567500	4.566245	4.53604	4.376921	4.583333	4.604618	4.598795
10567502	4.160594	4.180055	4.229633	4.19588	3.993201	4.066771
10567504	8.574385	8.555648	8.498731	8.588843	8.522703	8.534929
10567506	4.494804	4.494015	4.340484	4.275391	4.38346	4.374309
10567508	5.335114	5.276207	5.144189	5.177083	5.017296	5.090362
10567510	8.10778	7.84553	7.621731	7.704834	7.777639	7.753619
10567512	5.228967	5.444281	5.325025	5.189647	5.165745	5.057194
10567514	4.633826	4.556861	4.378732	4.418063	4.410763	4.436426
10567516	6.82232	6.884526	6.668203	6.857012	6.56972	6.517273
10567518	6.19804	6.001553	6.401218	6.302923	6.117834	6.12048
10567520	6.043966	5.649852	5.641976	5.902876	5.899458	5.545095
10567522	8.404589	8.115475	7.905007	7.976792	8.100634	8.055234
10567524	6.29892	6.215807	6.272567	6.062271	6.196635	6.26896
10567526	6.019567	5.975597	5.958491	6.022251	5.905979	5.932817
10567546	8.415642	8.205658	8.080954	8.280683	8.303041	8.13638
10567556	6.851716	6.863483	6.895908	6.796169	6.724396	6.734168
10567564	8.520358	8.889091	9.60165	9.45611	9.323017	9.228052
10567574	13.47667	13.40489	13.45391	13.40273	13.41924	13.44888
10567576	7.581942	7.571119	7.559859	7.670061	7.617151	7.577804
10567578	7.503565	7.436954	7.77285	7.814365	7.570508	7.236819
10567580	7.400434	7.375343	7.348677	7.38021	7.303728	7.370182
10567587	4.992447	4.759813	5.309307	5.005705	4.930432	4.775452
10567589	9.079149	9.362559	10.1073	9.993155	9.425882	9.469208
10567591	9.700622	9.905864	10.53427	10.63996	10.11184	10.23721
10567608	9.034915	9.193251	9.227294	9.196012	9.173526	9.141752
10567626	8.768654	8.801044	9.319481	9.155545	8.903616	8.856264
10567645	8.202952	8.446151	8.783335	8.644219	8.528183	8.547958
10567657	10.26236	10.40449	10.91214	10.87406	10.74737	10.7014
10567663	7.506481	7.612801	7.432925	7.520815	7.644124	7.613679
10567680	7.796744	7.678502	7.586877	7.695822	7.502428	7.515552
10567702	9.604432	9.844771	10.41162	10.39004	10.08573	10.04785
10567725	6.091215	6.007788	5.794263	6.029817	6.076244	5.823792
10567735	7.837081	8.026682	7.578697	7.683017	7.496428	7.491266
10567737	6.396106	6.386813	6.369001	6.392608	6.361073	6.505877
10567739	6.958379	6.989711	6.998169	6.951211	7.007263	6.888887
10567743	9.172125	9.108519	9.787844	9.766869	9.676901	9.630952
10567750	10.26783	10.52844	10.27355	10.40904	10.32198	10.42071
10567788	8.581065	8.258512	8.200483	8.408767	8.228031	8.334951
10567797	12.1932	12.38911	12.3945	12.56605	12.35201	12.41886
10567823	14.07325	13.98744	14.00473	13.98506	13.98989	13.98254
10567825	12.75992	12.83247	12.73894	12.78457	12.77461	12.89065
10567838	9.676817	9.946861	9.273853	9.218188	9.326836	9.528506
10567851	8.679141	8.811155	8.498883	8.477452	8.784294	8.719262
10567863	8.477539	8.538212	7.190073	7.285229	7.790751	7.95857
10567879	8.156133	7.951105	8.124189	8.312249	8.011062	8.028594
10567903	9.558056	9.69319	9.408615	9.536854	9.398838	9.43252
10567919	11.89486	12.02225	11.72198	11.91352	11.72514	11.87264
10567941	12.1837	12.27498	12.80757	12.69227	12.58858	12.60366
10567962	3.821177	3.830754	3.920781	3.919686	3.882142	3.828284
10567964	10.08962	10.25239	9.945124	9.903246	9.872637	9.841074
10567987	9.239367	8.978373	8.845877	9.095561	8.876369	9.004643
10567995	7.558677	7.193198	7.459331	7.572318	7.499886	7.494058
10567999	8.135777	8.071285	8.414494	8.357901	8.349602	8.177601
10568001	7.595363	7.38584	7.465454	7.265493	7.321864	7.325233
10568011	8.337826	8.089312	8.044569	8.394795	8.100225	7.83348
10568017	8.577546	8.526222	8.396475	8.466333	8.52966	8.47142
10568024	12.59545	12.63004	12.43169	12.40906	12.64946	12.67855
10568038	7.465011	7.370626	6.994835	7.229118	7.23506	7.286594
10568040	11.58157	11.6638	11.70564	11.70234	11.75617	11.84144
10568050	12.88673	12.88849	12.87029	12.92033	12.94698	12.96883
10568060	10.12961	9.959771	9.55426	9.706988	9.723757	9.744373
10568065	8.87405	8.848195	9.278183	9.444398	9.164933	9.212933
10568078	10.02576	10.25282	9.829831	9.806626	9.971043	9.932199
10568099	9.577682	9.762751	9.604052	9.644937	9.628765	9.61893
10568107	4.318659	4.265517	4.072172	4.191679	4.24429	4.255423
10568109	8.09965	7.817017	7.640672	7.945688	7.775014	7.740602
10568115	9.372958	9.522697	9.724429	9.699873	9.669847	9.660574
10568131	11.24297	11.1731	10.8435	10.51716	11.30749	10.99546
10568135	9.554168	9.745357	8.478249	8.650232	8.967235	8.981275
10568139	11.48085	11.62213	10.6518	10.78547	10.94232	11.0491
10568150	9.12633	9.215822	8.005603	7.851527	9.215952	9.169104
10568165	6.658978	6.469698	6.28145	6.399545	6.27281	6.220459
10568169	9.719095	9.890399	9.646202	9.677476	9.796166	9.845415
10568174	11.35962	11.50619	11.08791	11.12587	11.30146	11.32401
10568180	9.456347	9.410645	9.493534	9.254674	9.75286	9.631051
10568188	9.774567	9.748236	9.306385	9.446596	9.556581	9.527618
10568202	12.06863	11.98977	11.48378	11.54391	11.75669	11.80429
10568215	9.262821	9.034969	8.76605	8.961968	8.877007	8.851586
10568217	9.599547	9.443306	10.13734	10.12049	10.0172	10.07354
10568221	9.216818	9.319777	9.801273	9.664556	9.740383	9.570487
10568225	8.274152	8.508936	8.322932	8.382742	8.329361	8.324533
10568228	9.446295	9.247561	9.724767	9.947096	9.633856	9.493065
10568233	8.867066	8.876491	8.947609	9.160189	8.8327	8.844213
10568239	8.844734	8.796412	8.911944	8.901793	8.71155	8.866603
10568243	9.122569	9.019678	9.018988	9.156434	8.938359	9.040084
10568247	10.00518	10.03392	9.511758	9.45183	9.786615	9.722772
10568252	8.473845	8.518553	8.506239	8.556952	8.448934	8.58597
10568258	9.435789	9.39617	9.303812	9.517586	9.324917	9.353819
10568260	6.841966	6.979592	6.882786	7.086343	6.98321	6.920819
10568266	6.549568	6.446243	6.27442	6.385199	6.377587	6.36569
10568278	6.979789	6.969581	6.970829	7.145351	6.981238	6.801392
10568282	9.012941	8.997809	8.993294	9.040001	8.991245	9.037959
10568288	7.324571	7.332235	7.220621	7.388109	7.122592	7.296382
10568294	5.979335	6.129968	5.911305	6.038279	5.91443	5.91949
10568296	8.740162	8.584538	8.329444	8.560925	8.259525	8.35618
10568298	7.765603	7.55085	7.451796	7.793557	7.522004	7.607282
10568311	9.167773	9.353188	8.89068	8.933155	8.961586	9.088027
10568318	8.126149	8.088861	7.908144	8.10214	7.91313	7.991276
10568328	8.540102	8.769789	8.819946	8.759429	8.76515	8.755362
10568332	7.095844	7.14626	7.069096	7.14905	7.132796	7.261715
10568339	7.739247	7.828264	7.549661	7.825021	7.61361	7.708961
10568355	9.884378	9.870527	9.337657	9.305634	9.915575	9.712309
10568361	9.801229	9.960622	10.26618	10.03539	10.17492	10.24244
10568363	9.093404	9.228515	9.481843	9.120574	9.331015	9.221066
10568367	5.891159	5.676696	5.394763	5.606956	5.43641	5.573735
10568369	9.058283	8.753983	9.311462	9.621021	8.902317	8.884593
10568374	9.639521	9.670465	9.452298	9.532989	9.661894	9.575358
10568376	9.233537	9.412452	9.262113	9.46481	9.226261	9.305956
10568390	4.302944	4.157756	4.182449	4.172884	4.108964	3.996306
10568392	12.95189	12.941	12.5948	12.33754	12.58818	12.40084
10568399	10.60336	10.5809	10.68891	10.53084	10.63075	10.62012
10568417	11.638	11.69781	11.68523	11.61065	11.65518	11.57757
10568432	7.873909	7.809386	7.526111	7.681725	7.682403	7.564326
10568434	6.413702	6.611959	6.297545	6.41545	6.47058	6.307035
10568436	6.45574	6.39314	6.217191	6.408158	6.21424	6.47604
10568461	10.62684	10.70858	10.56225	10.3089	10.82442	10.72409
10568464	10.01788	10.11337	10.01705	9.752645	9.989179	9.852673
10568480	10.48597	10.65303	10.69188	10.44396	10.59838	10.51032
10568492	6.647903	6.582645	6.567492	6.670518	6.660514	6.555772
10568496	6.729498	6.65147	6.260624	6.559368	6.310757	6.523639
10568502	6.649281	6.681375	6.62882	6.636838	6.508285	6.497914
10568512	6.565045	6.699584	6.529919	6.613037	6.684331	6.752187
10568521	9.396094	9.67317	10.41581	10.4077	10.21395	10.13082
10568529	8.273125	8.763434	8.738	8.661165	8.391706	8.742313
10568532	13.0341	12.994	13.26863	13.28367	13.20131	13.24691
10568534	10.5697	9.874885	10.01193	8.799499	9.671137	9.542852
10568536	7.274967	6.988573	6.972645	7.277181	7.044677	7.031014
10568553	8.446313	8.335541	9.453081	9.369442	8.592661	8.562048
10568568	9.857443	10.03	10.6084	10.32253	10.33295	10.18755
10568581	7.755977	7.723629	7.661588	7.83088	7.653389	7.770601
10568586	9.352722	9.504201	9.559443	9.60685	9.527388	9.6643
10568593	8.909172	9.105463	9.445463	9.139565	9.205571	9.24966
10568601	5.948252	6.006766	6.327835	5.955303	6.156045	6.232088
10568605	7.741177	7.523006	7.619141	7.683662	7.593993	7.694182
10568622	7.918661	7.58271	7.535199	7.728068	7.679561	7.727895
10568624	5.110753	5.286905	5.291748	5.031155	4.980761	4.946232
10568629	7.202341	7.072008	7.068482	7.214117	7.248882	7.21178
10568638	8.340026	8.309613	8.735256	8.529701	8.765178	8.585309
10568651	9.341113	9.538874	9.294889	9.26352	9.403027	9.219213
10568668	8.203349	8.315631	7.974982	7.838375	8.444737	8.542852
10568691	7.522014	7.508423	6.821403	6.869365	7.343717	7.561903
10568696	5.967906	5.917109	5.893927	5.984499	5.911881	5.857774
10568705	8.303058	8.084837	8.147841	8.188979	7.935156	8.039286
10568709	6.63409	6.71604	6.486959	6.733987	6.465147	6.587863
10568714	11.45536	11.58826	10.42075	10.38128	11.7727	11.77483
10568731	8.968667	8.964664	9.601119	9.480437	9.937742	9.794313
10568733	5.476646	5.569251	5.393952	5.453915	5.331623	5.323238
10568735	7.791748	7.757542	7.67881	7.730966	7.609413	7.714117
10568758	8.615975	8.528375	8.92543	8.768636	8.622932	8.681719
10568763	3.816129	3.834242	3.613954	3.638505	3.927478	3.657419
10568765	7.488531	7.508299	7.333617	7.46051	7.442087	7.480728
10568780	9.474226	9.663136	9.044971	9.020596	9.275529	9.08442
10568785	7.946777	7.687416	7.480956	7.390059	7.526463	7.673794
10568792	7.272029	7.122761	7.185284	7.282843	7.298082	7.269803
10568805	8.593257	8.492612	8.279126	8.597648	8.211368	8.322298
10568810	6.731329	6.534507	6.383706	6.736193	6.418856	6.47493
10568826	7.686176	7.480166	7.457853	7.668317	7.468822	7.522137
10568859	10.10394	10.27029	10.75492	10.7113	10.58109	10.5632
10568861	8.73024	8.455926	8.467347	8.705723	8.496989	8.611255
10568863	4.658517	4.67752	4.543027	4.621253	4.528162	4.426293
10568865	6.482112	6.547852	6.472061	6.441216	6.498551	6.457671
10568873	8.173253	8.282129	9.20213	9.253057	9.308697	9.329391
10568897	9.588373	9.824677	9.727272	9.588245	9.784062	9.727714
