	TFH_Rep1	TFH_Rep2	TH1_Rep1	TH1_Rep2
Dusp28	45	61	96	111
Dusp3	16	45	29	27
Dusp4	387	739	903	441
Dusp5	259	330	3575	1539
Dusp6	792	1621	1625	934
Dusp7	682	1113	1667	1203
Dusp8	0	0	1	0
Dusp9	22	11	28	13
Dut	2132	3520	6571	4629
Dvl1	409	773	826	484
Dvl2	255	434	400	221
Dvl3	431	648	730	333
Dym	507	842	782	416
Dync1h1	3247	6123	5807	5069
Dync1i2	1858	3302	3548	2324
Dync1li1	1142	1983	1791	1256
Dync1li2	1098	1667	3171	2546
Dync2h1	225	380	345	195
Dync2li1	13	18	11	1
Dynll1	459	936	1251	787
Dynll2	1957	3317	2806	2078
Dynlrb1	1616	2971	3499	1239
Dynlrb2	0	0	1	2
Dynlt1a	41	71	165	57
Dynlt1b	133	169	269	217
Dynlt1e	0	0	1	0
Dynlt3	739	1306	981	451
Dyrk1a	2503	4663	4107	2195
Dyrk1b	125	209	187	63
Dyrk2	467	811	677	493
Dyrk3	20	45	75	45
Dyrk4	0	2	2	4
Dysf	0	0	3	1
Dysfip1	0	0	0	0
Dyx1c1	58	61	101	111
Dzip1	351	594	328	155
Dzip1l	0	0	0	0
Dzip3	501	832	647	370
E030011O05Rik	0	0	0	0
E030024N20Rik	16	28	23	20
E130012A19Rik	127	215	289	105
E130112N10Rik	41	58	43	44
E130201H02Rik	4	6	11	7
E130203B14Rik	0	0	0	0
E130303B06Rik	102	180	275	157
E130304I02Rik	1	0	0	0
E130306D19Rik	86	158	241	191
E130308A19Rik	165	306	279	106
E130309D02Rik	400	894	1096	568
E130309D14Rik	0	1	0	0
E130311K13Rik	46	77	61	40
E130317F20Rik	31	38	40	30
E230008N13Rik	0	1	3	4
E230016K23Rik	27	37	39	12
E230025N22Rik	0	1	0	0
E230029C05Rik	0	1	10	2
E2f1	493	856	1260	802
E2f2	3043	5914	8313	7714
E2f3	673	1158	1200	995
E2f4	3610	6904	6483	3008
E2f5	177	260	225	102
E2f6	586	920	799	455
E2f7	658	1159	1665	1284
E2f8	2049	3758	4173	2672
E330009J07Rik	150	255	261	195
E330013P04Rik	0	0	0	0
E330016A19Rik	163	322	443	273
E330020D12Rik	61	146	119	84
E330021D16Rik	0	3	1	0
E330033B04Rik	12	21	18	10
E330034G19Rik	1	1	2	0
E430016F16Rik	2	2	7	0
E430018J23Rik	33	66	58	30
E430025E21Rik	2464	4892	3687	1932
E4f1	473	621	938	622
E530001F21Rik	0	0	0	0
E530011L22Rik	2	8	15	3
EU599041	0	1	0	0
Eaf1	1528	2671	2893	2190
Eaf2	10	19	17	16
Eapp	771	1261	1382	981
Ears2	127	275	154	109
Ebag9	433	708	672	613
Ebf1	0	0	4	1
Ebf2	0	0	0	0
Ebf3	0	0	0	0
Ebf4	1	1	1	0
Ebi3	52	72	158	84
Ebna1bp2	1686	3037	3291	2569
Ebp	1082	1741	2949	1876
Ebpl	137	241	159	96
Ecd	1521	2321	2257	2046
Ece1	1380	2193	1501	704
Ece2	169	242	229	233
Ecel1	0	0	0	0
Ech1	1259	2530	2826	1714
Echdc1	180	258	160	83
Echdc2	5	8	14	3
Echdc3	0	2	3	0
Echs1	518	900	1051	840
Ecm1	430	732	458	201
Ecm2	4	11	10	1
Ecscr	4	7	0	7
Ecsit	347	638	566	387
Ect2	2098	3653	3907	2115
Ect2l	9	14	16	5
Eda	1	0	0	0
Eda2r	0	1	0	4
Edar	0	0	0	0
Edaradd	4	1	7	4
Edc3	1021	1716	1509	957
Edc4	1771	3331	2712	2072
Edem1	4869	7346	8314	6607
Edem2	853	1576	1878	1181
Edem3	1169	1957	1709	1118
Edf1	466	1273	1772	1210
Edn1	0	0	0	0
Edn3	1	0	1	0
Ednra	0	0	0	0
Ednrb	0	0	2	1
Eea1	4541	6740	5365	2977
Eed	1662	2778	2995	1742
Eef1a1	115181	214201	170565	113242
Eef1b2	13353	24788	22636	18144
Eef1d	1207	2367	3586	3184
Eef1e1	586	973	1145	424
Eef1g	9759	16036	14478	11313
Eef2	55711	99503	88838	58997
Eef2k	155	221	156	78
Eefsec	459	739	666	332
Eepd1	1	11	8	11
Efcab2	67	164	75	118
Efcab3	0	0	0	0
Efcab4a	2	4	4	5
Efcab4b	164	285	332	157
Efcab5	30	42	16	19
Efcab7	40	39	40	28
Efcab8	6	4	4	1
Efcab9	14	24	12	5
Efemp1	0	0	0	0
Efemp2	18	21	28	27
Efha1	1648	2853	2784	2042
Efha2	61	90	57	31
Efhb	0	0	1	0
Efhc1	3	7	3	3
Efhc2	0	1	1	0
Efhd1	0	0	0	1
Efhd2	1627	2593	3607	2466
Efna1	0	0	0	5
Efna2	2	2	1	0
Efna3	0	0	2	1
Efna4	13	9	22	2
Efna5	0	0	0	0
Efnb1	3	5	7	3
Efnb2	5	23	6	10
Efnb3	26	30	23	14
Efr3a	4157	7597	6125	3938
Efr3b	20	23	67	24
Eftud1	445	908	738	590
Eftud2	4489	8101	6685	5977
Egf	21	28	24	13
Egfl6	0	0	0	0
Egfl7	17	26	41	32
Egfl8	10	31	19	32
Egfr	0	0	0	1
Egln1	1196	2318	2039	1832
Egln2	662	1071	856	605
Egln3	832	1068	718	474
Egr1	5898	9093	5847	2206
Egr2	2418	3994	1056	336
Egr3	196	313	136	57
Egr4	5	5	0	0
Ehbp1	8	33	14	6
Ehbp1l1	1172	2115	5346	5960
Ehd1	763	1274	4663	3260
Ehd2	10	16	133	62
Ehd3	4697	8961	3064	1332
Ehd4	1465	2525	3770	2034
Ehf	0	0	0	0
Ehhadh	335	512	531	321
Ehmt1	1113	2054	1639	1304
Ehmt2	2761	4409	4876	5462
Ei24	2010	3245	2205	1004
Eid1	898	1555	1799	1470
Eid2	10	28	19	12
Eid2b	55	101	101	55
Eid3	8	7	8	10
Eif1	1134	1993	2868	1369
Eif1a	1942	3353	2416	1279
Eif1ad	1515	2024	2241	1757
Eif1ax	2033	3976	3405	2440
Eif1b	716	1098	1345	724
Eif2a	1306	2298	2230	1262
Eif2ak1	2211	3498	3193	1469
Eif2ak2	3891	6499	4442	2577
Eif2ak3	408	704	1577	1135
Eif2ak4	406	696	541	372
Eif2b1	734	1372	1479	802
Eif2b2	1121	1708	1851	1280
Eif2b3	320	598	593	377
Eif2b4	999	1635	1396	888
Eif2b5	1385	2193	2246	2136
Eif2c1	1770	3218	1948	1111
Eif2c2	2256	4620	5384	3147
Eif2c3	231	425	406	158
Eif2c4	4	12	6	9
Eif2s1	3371	6146	6073	3692
Eif2s2	2888	5072	4955	3447
Eif2s3x	6393	6466	8254	2961
Eif2s3y	148	1288	378	713
Eif3a	12222	19624	17924	21654
Eif3b	6949	11839	11716	9870
Eif3c	9192	16547	16593	8289
Eif3d	3244	5385	7596	4678
Eif3e	6019	11949	7733	4455
Eif3f	3708	7191	6605	3622
Eif3g	1024	1859	2607	929
Eif3h	4458	6668	7901	6413
Eif3i	2225	4225	4853	2104
Eif3j	1819	3362	3654	2119
Eif3k	2059	4615	4199	2836
Eif3l	6969	11869	10550	4367
Eif3m	3043	5408	4322	7886
Eif4a1	11835	19684	19741	11621
Eif4a2	4639	7237	7509	5215
Eif4a3	1205	2126	2583	1834
Eif4b	9655	15753	12879	9423
Eif4e	3085	5087	4633	2619
Eif4e2	1943	3240	3603	2269
Eif4e3	501	791	1156	1163
Eif4ebp1	127	188	343	170
Eif4ebp2	3024	5613	4381	3028
Eif4ebp3	182	387	281	152
Eif4enif1	2763	4373	4050	2120
Eif4g1	10911	18677	16415	12795
Eif4g2	30171	57253	51438	35662
Eif4g3	3716	5620	5121	3811
Eif4h	11112	19311	16049	12450
Eif5	5676	8794	7044	4032
Eif5a	10366	15895	17111	10565
Eif5a2	383	804	353	136
Eif5b	3564	6188	5446	6262
Eif6	1294	1999	2893	2457
Elac1	224	372	386	331
Elac2	971	1730	1600	944
Elane	0	0	0	0
Elavl1	3208	5781	5148	2902
Elavl2	0	1	0	0
Elavl3	1	2	0	1
Elavl4	0	0	0	0
Elf1	6102	11018	8322	4635
Elf2	1581	2629	2822	1636
Elf3	0	0	1	1
Elf4	6908	11708	14648	9055
Elf5	0	0	3	0
Elfn1	0	0	0	0
Elfn2	5	3	3	14
Elk1	384	566	539	194
Elk3	1589	2595	2566	1424
Elk4	4174	7922	3611	1935
Ell	436	711	724	680
Ell2	53	85	312	245
Ell3	10	14	14	1
Elmo1	3609	6869	6189	3042
Elmo2	1335	2505	2621	1944
Elmo3	146	187	213	142
Elmod2	278	557	510	276
Elmod3	230	359	311	137
Eln	0	0	0	0
Elof1	438	888	1297	537
Elovl1	1660	2840	4633	1836
Elovl2	0	3	3	1
Elovl3	0	0	0	1
Elovl4	4	2	1	2
Elovl5	2713	5041	4410	2183
Elovl6	1288	1864	1017	395
Elovl7	14	38	37	28
Elp2	1887	3353	2851	2078
Elp3	1168	1936	1527	1021
Elp4	314	492	457	249
Eltd1	0	0	0	0
Emb	6052	9097	6404	4344
Emd	1229	1905	2528	1358
Eme1	464	843	1155	778
Eme2	177	325	225	213
Emg1	1732	3272	2990	1839
Emid1	4	6	11	8
Emid2	0	1	0	0
Emilin1	54	59	61	40
Emilin2	7	24	21	42
Eml1	1	3	3	1
Eml2	405	617	944	859
Eml3	1354	1924	2863	3331
Eml4	2289	3960	2222	1247
Eml5	210	369	235	165
Eml6	0	1	4	1
Emp1	763	1424	7787	4033
Emp2	0	0	0	0
Emp3	506	1028	4983	1798
Emr1	0	8	3	30
Emr4	0	2	3	9
Emx2os	0	4	2	0
Enah	0	2	6	6
Enam	0	1	1	0
Enc1	251	567	443	550
Endod1	2502	4785	3159	1708
Endog	38	60	49	30
Endou	28	15	41	24
Eng	11	13	25	20
Engase	97	189	179	120
Enho	1	0	4	0
Enkur	2	0	0	0
Eno1	291	627	1047	304
Eno2	56	62	117	100
Eno3	74	95	170	110
Enoph1	279	587	538	374
Enox1	1	1	1	0
Enox2	269	419	406	238
Enpep	0	0	0	0
Enpp1	439	751	1323	699
Enpp2	2	1	3	4
Enpp3	0	0	0	1
Enpp4	294	497	533	333
Enpp5	16	28	45	24
Enpp6	4	14	13	1
Enpp7	0	0	0	0
Ensa	3243	5223	4388	3773
Enthd1	4	2	21	2
Entpd1	42	82	1562	756
Entpd2	1	4	5	4
Entpd3	2	9	3	5
Entpd4	612	948	999	736
Entpd5	2266	3868	3888	2633
Entpd6	733	1299	1021	746
Entpd7	400	652	675	438
Eny2	614	1050	1032	593
Eomes	8	8	16	9
Ep300	2020	3895	4665	2330
Ep400	3887	7647	6673	4171
Epas1	226	484	3981	2729
Epb4.1	3397	5377	5325	3125
Epb4.1l1	16	30	26	23
Epb4.1l2	2190	3553	3147	2069
Epb4.1l3	0	1	0	1
Epb4.1l4a	0	0	2	8
Epb4.1l4b	8	10	3	2
Epb4.1l5	13	22	29	22
Epb4.2	4	6	6	1
Epb4.9	0	1	0	1
Epc1	1123	2054	1789	1115
Epc2	944	1666	1304	675
Epcam	27	36	33	22
Epdr1	21	53	15	12
Epgn	0	1	0	2
Epha1	5	9	33	12
Epha2	1	2	5	10
Epha3	0	0	1	1
Epha4	0	0	0	0
Epha7	0	0	0	1
Epha8	2	2	20	15
Ephb2	4	6	3	9
Ephb3	1	0	0	1
Ephb4	0	0	0	0
Ephb6	207	378	240	279
Ephx1	1767	2533	695	185
Ephx2	0	2	0	0
Ephx3	0	1	4	3
Ephx4	15	15	8	8
Epm2a	0	0	0	1
Epm2aip1	1050	1907	1480	972
Epn1	1942	3083	3366	1957
Epn2	17	29	33	23
Epn3	0	0	0	0
Epor	1	2	3	0
Eppk1	2	2	1	7
Eprs	3439	6078	5806	4225
Eps15	3931	6864	5624	3978
Eps15l1	1550	2440	2733	1703
Eps8	4	11	39	47
Eps8l1	67	99	60	60
Eps8l2	1	1	1	0
Eps8l3	0	0	0	0
Epsti1	4195	5635	8674	4478
Ept1	733	1152	1457	930
Epx	3	2	0	1
Eral1	566	824	813	518
Erap1	3270	5928	4153	1977
Erbb2	0	0	3	2
Erbb2ip	4418	8291	6103	3257
Erbb3	120	203	243	202
Erc1	712	1312	1082	838
Ercc1	411	679	770	510
Ercc2	540	968	801	499
Ercc3	909	1527	1586	1138
Ercc4	512	764	691	761
Ercc5	427	686	649	459
Ercc6	651	1087	774	508
Ercc6l	974	1894	1927	1273
Ercc8	286	420	404	168
Erf	462	704	628	204
Erg	1	1	3	0
Ergic1	572	903	1011	528
Ergic2	689	1235	1167	759
Ergic3	779	1239	1650	943
Erh	873	1964	2274	726
Eri1	3339	5949	6148	4372
Eri2	434	839	957	452
Eri3	287	452	473	295
Erich1	153	296	290	157
Erlec1	763	1265	1234	446
Erlin1	416	679	538	233
Erlin2	471	772	923	586
Ermap	7	5	5	4
Ermn	8	21	147	134
Ermp1	938	1832	2320	1318
Ern1	157	266	536	383
Ern2	0	0	0	2
Ero1l	922	1558	2118	1813
Ero1lb	369	627	672	432
Erp27	21	28	22	18
Erp29	1123	1710	1982	2400
Erp44	1324	2082	2899	1244
Errfi1	72	124	631	333
Erv3	0	0	0	0
Esam	0	1	0	0
Esco1	2351	3695	3092	1716
Esco2	1458	2652	2589	1707
Esd	668	1824	1547	1585
Esf1	777	1182	1125	968
Esm1	1	7	29	9
Espl1	1862	3221	3593	3375
Espn	73	152	59	57
Espnl	0	0	3	0
Esr1	5	7	5	4
Esr2	4	5	8	1
Esrp1	0	0	1	0
Esrp2	0	3	9	5
Esrra	216	355	483	400
Esrrb	0	1	0	0
Esx1	0	0	0	0
Esyt1	5176	10000	16841	13619
Esyt2	5529	10022	7527	3823
Esyt3	2	6	2	4
Etaa1	706	1254	1491	826
Etf1	6240	10425	9609	4490
Etfa	1371	2686	2126	2009
Etfb	327	691	1188	1437
Etfdh	1062	1900	1658	1341
Ethe1	100	167	211	155
Etl4	0	1	2	0
Etnk1	7453	12521	9009	5656
Etnk2	4	12	10	10
Etohd2	39	54	45	25
Etohi1	89	171	89	104
Ets1	32378	52344	52416	40760
Ets2	570	1152	1161	771
Etv1	0	1	0	0
Etv3	875	1465	1130	1062
Etv4	61	97	77	41
Etv5	134	260	273	155
Etv6	3209	4347	3173	1814
Evc	0	0	0	0
Evc2	0	0	0	0
Evi2a	713	997	1098	407
Evi2b	2212	3617	3126	1174
Evi5	25	33	42	15
Evi5l	102	102	94	45
Evl	2635	4132	1146	611
Evpl	13	35	76	69
Ewsr1	6300	11103	10067	6276
Exd1	10	8	8	4
Exd2	524	864	1010	1408
Exo1	772	1453	1249	889
Exoc1	873	1590	1592	1019
Exoc2	1551	2795	2870	1580
Exoc3	1893	3118	2778	1907
Exoc3l	36	65	45	31
Exoc4	714	1381	1215	723
Exoc5	1855	3293	3247	2219
Exoc6	1120	1618	1034	757
Exoc6b	217	353	358	253
Exoc7	613	1039	805	554
Exoc8	579	1139	1194	1117
Exog	197	390	398	239
Exosc1	288	523	495	253
Exosc10	2902	4821	4311	2002
Exosc2	796	1111	1210	901
Exosc3	1229	1897	1824	1514
Exosc4	276	492	508	337
Exosc5	127	202	178	197
Exosc6	162	214	349	287
Exosc7	424	955	674	1415
Exosc8	1086	1929	2461	1305
Exosc9	881	1401	1413	1380
Exph5	66	116	71	46
Ext1	844	1469	767	487
Ext2	936	1701	1145	631
Extl1	10	13	18	11
Extl2	167	275	296	182
Extl3	1446	2704	2151	1455
Eya1	0	0	2	0
Eya2	111	178	307	164
Eya3	1885	3266	2831	1908
Ezh1	1083	1909	1724	1041
Ezh2	5536	9779	9673	5599
Ezr	6909	13699	12130	10767
F10	2	4	1	16
F11r	4	4	4	6
F12	22	30	12	5
F13a1	6	15	4	29
F13b	0	0	2	0
F2	0	0	0	1
F2r	356	555	3993	2568
F2rl1	540	1196	354	154
F2rl2	39	59	922	361
F2rl3	114	141	476	360
F3	2	0	2	3
F5	0	1	1	1
F630028O10Rik	2	1	2	0
F630042J09Rik	1	1	1	0
F630043A04Rik	776	1339	1483	1242
F630110N24Rik	63	87	115	73
F7	0	0	1	2
F730016J06Rik	0	0	0	0
F730043M19Rik	97	135	240	177
F8	13	11	9	2
F830016B08Rik	6	6	12	8
F8a	76	190	204	76
F9	1	3	11	4
Fa2h	0	0	0	0
Faah	1772	3042	3498	2547
Fabp12	0	0	0	0
Fabp3	2	3	4	6
Fabp4	0	1	1	1
Fabp5	247	445	840	417
Fadd	384	718	770	663
Fads1	666	1251	1281	682
Fads2	303	415	360	193
Fads3	3	1	10	9
Fads6	14	25	8	2
Faf1	1069	2008	2450	1788
Faf2	1949	3233	2754	1776
Fah	51	86	109	124
Fahd1	21	30	26	9
Fahd2a	90	151	188	135
Faim	286	471	470	395
Faim2	0	0	2	0
Faim3	10	3	10	13
Fam100a	712	1085	1195	462
Fam100b	2	0	3	3
Fam101a	1	0	1	0
Fam101b	970	1669	586	341
Fam102a	3456	5956	8093	4422
Fam102b	214	448	513	317
Fam103a1	508	911	672	346
Fam105a	1069	1740	2331	1681
Fam105b	512	850	1569	1462
Fam107b	10403	18734	20688	19589
Fam108a	559	1001	1357	718
Fam108b	379	717	860	581
Fam108c	1505	2841	1637	1133
Fam109a	34	57	10	3
Fam109b	23	14	68	40
Fam110a	127	205	423	331
Fam110b	6	5	8	3
Fam110c	0	0	0	0
Fam111a	3090	5543	6325	3129
Fam113a	291	480	454	265
Fam113b	1828	2865	3587	1363
Fam114a1	18	16	44	35
Fam114a2	1129	1879	1790	1427
Fam116a	685	1399	1066	579
Fam116b	172	251	181	131
Fam117a	339	605	957	644
Fam117b	3438	6339	4056	2054
Fam118a	503	933	618	328
Fam118b	394	664	635	357
Fam119a	141	267	237	119
Fam120a	10721	17780	16146	7930
Fam120b	810	1258	1270	590
Fam120c	317	616	352	101
Fam122a	207	426	330	155
Fam122b	574	923	812	500
Fam123b	184	381	269	190
Fam124b	35	59	192	241
Fam125a	680	1180	1375	1371
Fam125b	368	556	765	412
Fam126a	751	1576	1856	1518
Fam126b	368	624	613	364
Fam129a	479	852	2104	1478
Fam129b	49	114	1531	1224
Fam129c	34	49	64	40
Fam131a	9	17	16	11
Fam131b	8	8	7	7
Fam131c	0	0	0	0
Fam132a	63	65	203	137
Fam132b	21	29	37	17
Fam133b	922	1465	1188	556
Fam134a	1648	2918	2835	1677
Fam134b	2424	4387	3135	1913
Fam134c	2583	3963	3268	2475
Fam135a	5	2	15	0
Fam135b	0	0	1	0
Fam136a	395	792	664	164
Fam13a	0	0	0	0
Fam13b	717	1247	1325	1053
Fam149a	0	0	0	0
Fam149b	560	908	817	478
Fam150b	0	0	3	0
Fam151b	41	63	92	32
Fam154b	1	5	5	0
Fam158a	138	252	227	237
Fam159b	1	0	2	6
Fam160a1	0	0	2	0
Fam160a2	137	276	330	440
Fam160b1	941	1732	1626	1073
Fam160b2	832	1357	1317	838
Fam161a	3	11	13	8
Fam161b	21	37	46	22
Fam162a	346	640	694	644
Fam162b	0	0	0	0
Fam163a	0	0	0	0
Fam163b	0	0	0	0
Fam164a	1	5	11	0
Fam164c	9	11	9	8
Fam165b	282	583	607	272
Fam166a	0	0	0	7
Fam166b	0	0	1	0
Fam167a	1	2	3	0
Fam167b	3	13	10	1
Fam168a	1263	2184	1380	856
Fam168b	8260	14369	11211	8726
Fam169a	16	45	31	14
Fam169b	1154	1947	1728	1295
Fam171a1	5	2	1	4
Fam171a2	1	0	0	0
Fam171b	4	10	7	3
Fam172a	1521	2583	1887	1028
Fam173a	221	420	436	404
Fam173b	99	169	220	203
Fam174a	219	344	311	238
Fam174b	60	127	102	51
Fam175a	277	519	428	192
Fam175b	632	1046	1025	817
Fam176b	43	96	112	74
Fam178a	1537	2881	2466	1527
Fam178b	0	0	0	0
Fam179a	0	2	1	1
Fam179b	628	1068	753	476
Fam183b	6	2	14	13
Fam184a	0	0	1	0
Fam184b	3	1	2	2
Fam185a	250	304	363	383
Fam186b	1	8	5	2
Fam187b	1	2	3	0
Fam188a	1036	1703	3198	1695
Fam188b	7	5	6	2
Fam189a1	0	0	0	0
Fam189a2	0	0	0	0
Fam189b	1278	2053	2017	1170
Fam18a	56	101	93	89
Fam18b	381	714	760	830
Fam190a	2	2	0	0
Fam192a	1467	2386	2517	1395
Fam193a	1049	1853	1471	712
Fam193b	1062	1664	1770	1094
Fam194a	1	0	1	0
Fam195a	7	20	12	2
Fam195b	660	1073	1174	893
Fam196b	5	4	10	6
Fam198a	3	4	16	4
Fam198b	2	1	1	2
Fam199x	265	429	327	196
Fam19a3	6	12	58	42
Fam20a	89	143	1545	926
Fam20b	1357	2144	2344	1467
Fam20c	0	2	1	2
Fam23a	0	0	1	0
Fam24a	0	0	0	0
Fam26d	0	2	0	0
Fam26e	0	0	0	0
Fam26f	174	275	72	47
Fam32a	860	1584	1465	926
Fam33a	604	1200	1052	854
Fam35a	252	430	333	184
Fam36a	383	643	642	479
Fam38a	1488	2982	4111	2681
Fam3a	331	440	510	233
Fam3b	0	0	1	4
Fam3c	650	1007	1470	940
Fam40a	942	1756	1406	896
Fam40b	4	8	18	10
Fam43a	38	52	12	8
Fam45a	344	703	709	322
Fam46a	172	354	623	366
Fam46b	0	0	0	1
Fam46c	1476	2797	3342	1749
Fam47e	0	0	0	0
Fam48a	1958	2866	2346	1912
Fam49a	1163	2304	1021	498
Fam49b	4934	9095	7437	3458
Fam50a	748	1230	1191	1145
Fam53a	374	607	639	417
Fam53b	1429	2938	2410	1654
Fam53c	1962	2933	2689	1679
Fam54a	399	821	1027	861
Fam54b	466	867	888	582
Fam55b	2	0	4	0
Fam55c	1251	2391	1547	1497
Fam55d	0	1	2	1
Fam57a	46	61	45	16
Fam57b	1	0	0	0
Fam58b	176	303	387	134
Fam59a	0	0	0	0
Fam59b	0	0	3	5
Fam60a	837	1595	1366	625
Fam63a	235	358	517	215
Fam63b	1538	2652	2413	1468
Fam64a	223	416	623	544
Fam65a	397	638	781	420
Fam65b	7605	15123	18865	13601
Fam65c	3	6	20	17
Fam69a	472	876	1006	610
Fam69b	16	43	27	13
Fam70a	2	5	6	0
Fam71b	23	96	72	56
Fam71d	3	0	0	0
Fam71e1	0	1	5	3
Fam71e2	0	0	0	0
Fam71f1	0	0	0	0
Fam71f2	35	16	84	50
Fam72a	222	322	474	330
Fam73a	307	563	221	113
Fam73b	199	354	242	227
Fam76a	1074	1694	1649	1431
Fam76b	982	1421	1506	861
Fam78a	2747	5172	4238	2903
Fam78b	0	1	0	1
Fam81a	26	39	46	32
Fam82a1	35	76	126	99
Fam82a2	315	637	620	712
Fam82b	97	148	82	66
Fam83a	1	5	5	32
Fam83b	0	1	0	0
Fam83c	0	0	0	0
Fam83d	150	289	330	216
Fam83e	1	5	4	0
Fam83f	7	6	12	3
Fam83g	95	197	183	95
Fam83h	7	6	14	6
Fam84a	6	11	5	2
Fam84b	115	213	210	135
Fam86	345	482	430	273
Fam89a	9	31	14	39
Fam92a	323	536	406	124
Fam96a	1645	3414	3009	1302
Fam96b	357	776	809	233
Fam98a	1183	1751	1931	1141
Fam98b	1127	1801	1697	1006
Fam98c	90	104	166	92
Fan1	129	231	212	200
Fanca	591	957	1152	996
Fancb	226	383	305	218
Fancc	237	441	557	490
Fancd2	1167	2048	2182	1319
Fance	195	290	305	197
Fancf	97	155	234	128
Fancg	833	1283	1479	1137
Fanci	1150	1960	1958	1359
