gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Mean TFH	Mean TH1	TFH:TFH_Rep1	TFH:TFH_Rep2	TH1:TH1_Rep1	TH1:TH1_Rep2
Serpinb6b	2688.55	-1.62	0.17	-9.44	3.80E-21	3.80E-19	1279.18	4097.92	1364.16	1194.2	4154.06	4041.79
Serpinb6c	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Serpinb6e	0.64	0	0.17	0.03	0.98	2	0.67	0.61	1.33	0	0	1.22
Serpinb7	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Serpinb8	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Serpinb9	3159.12	-1.42	0.17	-8.34	7.50E-17	5.40E-15	1669.34	4648.9	1772.61	1566.07	4843.66	4454.14
Serpinb9b	15.02	-1.27	0.45	-2.81	0.005	2	3.45	26.59	5.34	1.56	33.66	19.52
Serpinb9d	0.53	0.02	0.16	0.13	0.9	2	0.67	0.39	1.33	0	0.78	0
Serpinc1	4.79	0.03	0.4	0.07	0.94	2	5	4.57	5.34	4.67	5.48	3.66
Serpind1	3.62	-0.12	0.37	-0.34	0.74	2	2.89	4.35	2.67	3.11	6.26	2.44
Serpine1	44.8	-0.78	0.42	-1.84	0.066	0.19	28.08	61.52	41.38	14.78	46.18	76.86
Serpine2	152.33	-0.12	0.33	-0.35	0.73	0.85	145.66	158.99	157.51	133.81	219.17	98.82
Serpine3	10.42	-0.04	0.45	-0.09	0.93	2	10.01	10.84	10.68	9.34	7.04	14.64
Serpinf1	76.57	-0.4	0.36	-1.11	0.27	0.48	64.05	89.09	72.08	56.01	102.54	75.64
Serpinf2	2.48	0.21	0.31	0.67	0.5	2	3.78	1.17	1.33	6.22	2.35	0
Serping1	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Serpinh1	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Serpini1	309.78	-1.08	0.25	-4.27	2.00E-05	0.00028	189.52	430.04	205.56	173.49	364.76	495.31
Sertad1	559.32	-0.4	0.22	-1.81	0.07	0.2	475.8	642.85	421.79	529.8	576.89	708.81
Sertad2	828.83	0.3	0.2	1.47	0.14	0.32	918.84	738.81	919.67	918.01	827.37	650.25
Sertad3	352.41	-0.36	0.23	-1.57	0.12	0.28	305.21	399.6	316.35	294.08	434.43	364.77
Sesn1	641.06	0.32	0.22	1.48	0.14	0.32	715.53	566.6	683.41	747.64	482.96	650.25
Sesn2	189.37	-0.33	0.27	-1.24	0.22	0.42	165.22	213.51	165.51	164.93	207.43	219.6
Sesn3	2882.05	1.76	0.17	10.46	1.30E-25	1.60E-23	4498.2	1265.9	4611.71	4384.68	1209.35	1322.46
Sestd1	192.81	0.19	0.28	0.67	0.5	0.71	206.13	179.49	178.86	233.39	158.9	200.08
Set	10334.19	0.44	0.2	2.16	0.031	0.11	11982.71	8685.67	12129.27	11836.15	6735.57	10635.77
Setbp1	57.92	0.87	0.4	2.16	0.03	0.11	80.54	35.29	56.06	105.03	46.18	24.4
Setd1a	1928.81	0.18	0.17	1.06	0.29	0.51	2056.64	1800.98	2135.67	1977.62	1713.44	1888.53
Setd2	3424.47	0.32	0.17	1.91	0.056	0.17	3812.89	3036.06	3638.65	3987.13	2950.19	3121.92
Setd3	2672.16	-0.33	0.18	-1.79	0.074	0.21	2357.88	2986.44	2518.75	2197.01	2669.18	3303.7
Setd4	206.94	0.33	0.27	1.23	0.22	0.43	232.48	181.4	217.57	247.4	165.16	197.64
Setd5	5987.77	0.38	0.18	2.16	0.031	0.11	6805.44	5170.1	6563.18	7047.7	5777.48	4562.72
Setd6	482.1	-0.09	0.21	-0.43	0.67	0.82	465.87	498.33	471.18	460.56	480.61	516.05
Setd7	2143.15	0.54	0.18	3.04	0.0024	0.016	2557.93	1728.36	2381.27	2734.59	1610.9	1845.83
Setd8	3394.45	-0.24	0.18	-1.34	0.18	0.38	3100.14	3688.76	3086.04	3114.24	3251.55	4125.97
Setdb1	2137.35	0.26	0.17	1.55	0.12	0.29	2337.8	1936.9	2347.9	2327.71	1958.44	1915.37
Setdb2	970.3	0.15	0.19	0.77	0.44	0.65	1023.36	917.24	1038.47	1008.26	998.79	835.68
Setmar	39.07	0.39	0.42	0.94	0.35	0.57	46.76	31.38	50.72	42.79	38.35	24.4
Setx	9276.63	0.38	0.16	2.32	0.02	0.084	10536.94	8016.32	9733.31	11340.57	8099.12	7933.52
Sez6	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Sez6l2	14.9	0.21	0.45	0.46	0.65	2	16.96	12.84	16.02	17.89	8.61	17.08
Sf1	11037.26	-0.16	0.16	-1.01	0.31	0.53	10404.03	11670.49	10821.17	9986.89	12059.84	11281.14
Sf3a1	4701.76	0	0.16	0.02	0.98	0.99	4708.04	4695.48	4769.22	4646.86	4801.39	4589.56
Sf3a2	1648.07	-0.17	0.21	-0.8	0.42	0.64	1547.84	1748.3	1445.58	1650.09	2078.99	1417.61
Sf3a3	2884.74	-0.21	0.2	-1.06	0.29	0.51	2663.1	3106.39	2717.64	2608.56	2534.55	3678.23
Sf3b1	20701.24	-0.05	0.18	-0.28	0.78	0.88	20332.33	21070.15	19120.91	21543.75	18530.06	23610.24
Sf3b2	12072.32	-0.2	0.21	-0.94	0.35	0.57	11200.78	12943.86	11726.16	10675.4	9793.78	16093.95
Sf3b3	8269.89	0.1	0.16	0.65	0.52	0.72	8570.24	7969.53	8601.41	8539.08	7871.34	8067.72
Sf3b4	1572.33	0.61	0.23	2.69	0.0072	0.039	1922.88	1221.79	1848.69	1997.07	1542.02	901.56
Sf3b5	587.34	-0.63	0.22	-2.87	0.0042	0.025	451.89	722.8	381.75	522.02	709.95	735.65
Sfi1	482.85	0.17	0.23	0.74	0.46	0.67	513.66	452.05	593.98	433.33	445.39	458.71
Sfmbt1	931.43	-0.3	0.19	-1.59	0.11	0.28	829.93	1032.92	786.19	873.67	1041.06	1024.78
Sfmbt2	315.52	-0.15	0.25	-0.63	0.53	0.72	297.3	333.74	270.96	323.64	371.02	296.45
Sfn	413.87	-0.77	0.23	-3.43	6.00E-04	0.0053	298.09	529.66	298.99	297.19	479.83	579.49
Sfpi1	8.17	-0.33	0.42	-0.77	0.44	2	5.22	11.11	2.67	7.78	3.91	18.3
Sfpq	13485.41	0.09	0.17	0.5	0.62	0.79	13897.77	13073.06	13630.91	14164.63	11580.8	14565.32
Sfrp1	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Sfrp5	0.39	-0.09	0.16	-0.58	0.56	2	0	0.78	0	0	1.57	0
Sfrs18	2433.65	-0.22	0.21	-1.06	0.29	0.51	2236.63	2630.66	2662.91	1810.35	2333.38	2927.95
Sfswap	1099.42	-0.12	0.19	-0.65	0.52	0.71	1052.23	1146.61	1089.19	1015.26	1206.22	1087
Sft2d1	749.43	-0.47	0.2	-2.38	0.018	0.075	621.92	876.94	630.02	613.82	813.28	940.6
Sft2d2	3518.5	0.09	0.18	0.5	0.61	0.78	3632.15	3404.85	3975.01	3289.29	3202.23	3607.48
Sft2d3	76	0.58	0.36	1.61	0.11	0.27	94.72	57.28	77.42	112.03	65.75	48.8
Sftpb	3.87	0.05	0.37	0.14	0.89	2	4.17	3.57	1.33	7	4.7	2.44
Sfxn1	2919.24	0.43	0.2	2.2	0.028	0.1	3376.14	2462.34	3046	3706.28	2842.17	2082.5
Sfxn2	496.56	0.27	0.22	1.24	0.21	0.42	546.38	446.73	569.96	522.8	488.44	405.03
Sfxn3	1372.46	-0.04	0.18	-0.24	0.81	0.9	1350.58	1394.34	1361.49	1339.68	1306.41	1482.27
Sfxn4	44.52	0.41	0.41	1.01	0.31	0.53	53.71	35.34	65.4	42.01	43.83	26.84
Sfxn5	38.1	1.02	0.42	2.45	0.014	0.064	55.87	20.33	53.39	58.35	21.13	19.52
Sgca	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Sgcb	236.79	-0.27	0.26	-1.05	0.29	0.51	212.65	260.93	226.91	198.38	288.84	233.02
Sgce	0.39	-0.09	0.16	-0.58	0.56	2	0	0.78	0	0	1.57	0
Sgcg	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Sgip1	52.11	0.97	0.41	2.37	0.018	0.076	75.28	28.94	96.11	54.46	38.35	19.52
Sgk1	1651.53	-0.54	0.18	-3.06	0.0022	0.015	1331.11	1971.95	1296.08	1366.13	1850.42	2093.48
Sgk3	181.94	-0.02	0.28	-0.06	0.95	0.98	180.95	182.93	177.53	184.38	201.17	164.7
Sgms1	685.65	-0.56	0.21	-2.6	0.0093	0.047	547.78	823.51	604.66	490.9	915.04	731.99
Sgms2	5.62	-0.08	0.41	-0.21	0.84	2	5	6.23	5.34	4.67	3.91	8.54
Sgol1	1484.85	-0.1	0.19	-0.55	0.58	0.76	1428.99	1540.71	1349.48	1508.5	1693.09	1388.34
Sgol2	1562.85	-0.18	0.2	-0.9	0.37	0.59	1462.76	1662.94	1326.78	1598.74	1858.25	1467.63
Sgpl1	1893.13	0.15	0.17	0.86	0.39	0.61	1994.79	1791.47	1999.52	1990.07	1679.78	1903.17
Sgpp1	1106.89	0.56	0.18	3.04	0.0023	0.016	1328.15	885.64	1261.38	1394.91	878.25	893.02
Sgpp2	81.02	1.11	0.35	3.19	0.0014	0.011	116.86	45.18	120.13	113.58	50.1	40.26
Sgsh	896.34	0.72	0.19	3.78	0.00016	0.0017	1127.68	665	1187.97	1067.38	691.95	638.05
Sgsm1	6.52	-0.19	0.42	-0.46	0.65	2	5.11	7.92	4	6.22	10.96	4.88
Sgsm2	325.64	-0.23	0.24	-0.93	0.35	0.57	298.82	352.45	323.02	274.63	391.38	313.53
Sgsm3	211.91	0.12	0.26	0.46	0.65	0.81	221.31	202.51	216.24	226.39	187.86	217.16
Sgta	2270.56	0.22	0.21	1.06	0.29	0.51	2455.95	2085.18	2494.73	2417.18	2539.24	1631.11
Sgtb	6.43	-0.52	0.42	-1.24	0.22	2	2.89	9.97	2.67	3.11	10.18	9.76
Sh2b1	1449.68	-0.27	0.18	-1.48	0.14	0.32	1310.75	1588.6	1396.19	1225.31	1552.19	1625.01
Sh2b2	6.78	0	0.42	-0.01	0.99	2	6.73	6.84	8.01	5.45	3.91	9.76
Sh2b3	564.95	2.32	0.3	7.75	9.50E-15	5.40E-13	976.37	153.54	943.7	1009.04	227.78	79.3
Sh2d1a	1502.6	0.31	0.18	1.73	0.084	0.23	1671.24	1333.96	1543.02	1799.46	1347.9	1320.02
Sh2d1b1	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Sh2d2a	8117.28	0.3	0.18	1.72	0.086	0.23	8998.63	7235.93	8989.83	9007.42	8141.39	6330.47
Sh2d3c	1926.96	-0.24	0.18	-1.37	0.17	0.37	1757.86	2096.06	1779.28	1736.45	2284.07	1908.05
Sh2d4a	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Sh2d4b	2.53	-0.34	0.31	-1.12	0.26	2	0.39	4.66	0	0.78	0.78	8.54
Sh2d5	10.82	0.2	0.45	0.45	0.65	2	12.68	8.97	16.02	9.34	9.39	8.54
Sh3bgr	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Sh3bgrl	2241.11	0.09	0.17	0.55	0.58	0.76	2317.28	2164.94	2173.04	2461.52	2192.48	2137.4
Sh3bgrl2	6.35	-0.01	0.42	-0.03	0.98	2	6.34	6.35	8.01	4.67	7.83	4.88
Sh3bgrl3	9286.66	-1.01	0.16	-6.26	3.90E-10	1.30E-08	6064.23	12509.09	5715.58	6412.87	12691.52	12326.66
Sh3bp1	1304.6	-0.7	0.18	-3.8	0.00014	0.0016	980.11	1629.09	987.75	972.47	1498.97	1759.21
Sh3bp2	808.04	-0.87	0.21	-4.19	2.70E-05	0.00037	560.46	1055.62	630.02	490.9	992.53	1118.72
Sh3bp4	21.94	0.16	0.45	0.36	0.72	0.85	23.85	20.03	17.35	30.34	15.66	24.4
Sh3bp5	405.7	0.76	0.24	3.2	0.0014	0.01	518.6	292.8	585.97	451.23	259.87	325.73
Sh3bp5l	704.84	-0.12	0.22	-0.57	0.57	0.75	671.62	738.07	668.73	674.51	605.07	871.06
Sh3d19	62.83	0.38	0.38	1.02	0.31	0.53	73.6	52.05	69.41	77.8	62.62	41.48
Sh3d20	6.79	-0.73	0.42	-1.75	0.081	2	1.83	11.75	1.33	2.33	12.52	10.98
Sh3gl1	1551.52	-0.24	0.18	-1.35	0.18	0.37	1417.28	1685.76	1382.85	1451.71	1783.11	1588.41
Sh3gl3	45.49	0.47	0.43	1.1	0.27	0.49	56.26	34.71	53.39	59.13	13.31	56.12
Sh3glb1	3072.24	-0.14	0.18	-0.77	0.44	0.65	2915.91	3228.57	2915.19	2916.64	3649.97	2807.17
Sh3glb2	1093.9	0.02	0.18	0.09	0.93	0.96	1100.75	1087.04	1127.9	1073.61	1080.98	1093.1
Sh3kbp1	13615.98	0.26	0.16	1.67	0.095	0.24	14887.85	12344.1	14672.05	15103.65	12675.08	12013.12
Sh3pxd2a	285.84	0.09	0.24	0.39	0.7	0.84	295.87	275.82	307	284.74	255.18	296.45
Sh3pxd2b	7.56	-0.3	0.43	-0.69	0.49	2	5.28	9.84	6.67	3.89	6.26	13.42
Sh3rf1	831.75	0.79	0.2	3.97	7.20E-05	0.00087	1067.45	596.06	1083.85	1051.05	661.42	530.69
Sh3rf2	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Sh3tc1	8.65	-0.62	0.43	-1.42	0.16	2	3.84	13.45	5.34	2.33	8.61	18.3
Sh3yl1	15.54	-0.14	0.45	-0.31	0.76	2	14.01	17.07	18.69	9.34	10.96	23.18
Shank1	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Shank3	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Sharpin	862.08	0.17	0.22	0.8	0.43	0.64	917.46	806.7	941.03	893.9	953.39	660.01
Shb	4.42	-0.73	0.37	-1.97	0.049	2	0	8.84	0	0	5.48	12.2
Shc1	3661.41	-0.14	0.17	-0.85	0.39	0.61	3473.15	3849.66	3410.4	3535.91	4101.61	3597.72
Shc2	4.84	0.28	0.38	0.73	0.46	2	6.95	2.74	5.34	8.56	5.48	0
Shc4	37.93	-0.59	0.43	-1.39	0.17	0.36	27.08	48.78	34.7	19.45	63.4	34.16
Shcbp1	1923.72	-0.26	0.17	-1.48	0.14	0.32	1746.76	2100.68	1673.83	1819.69	2057.85	2143.5
She	3.12	-0.02	0.34	-0.06	0.95	2	3.06	3.18	5.34	0.78	3.91	2.44
Shf	32.58	0.26	0.43	0.62	0.54	0.73	37.14	28.03	40.04	34.23	32.88	23.18
Shfm1	1009.33	-0.42	0.27	-1.53	0.13	0.3	847.72	1170.95	670.07	1025.37	1584.29	757.61
Shisa2	1	-0.03	0.21	-0.14	0.89	2	0.78	1.22	0	1.56	0	2.44
Shisa4	0.5	-0.02	0.16	-0.1	0.92	2	0.39	0.61	0	0.78	0	1.22
Shisa5	27382.48	0.45	0.17	2.68	0.0073	0.039	31734.47	23030.5	34111.97	29356.97	24432	21628.99
Shisa7	1.78	-0.03	0.28	-0.11	0.91	2	1.56	2	0	3.11	1.57	2.44
Shkbp1	1890.9	-0.09	0.17	-0.51	0.61	0.78	1831.53	1950.26	1862.04	1801.02	1930.26	1970.26
Shmt1	902.57	0.15	0.21	0.73	0.47	0.67	954.9	850.24	1029.13	880.67	983.13	717.35
Shmt2	2592.63	0.27	0.18	1.55	0.12	0.29	2845.46	2339.8	2812.41	2878.52	2547.07	2132.52
Shoc2	1904.9	-0.03	0.18	-0.18	0.86	0.93	1884.18	1925.62	1935.45	1832.91	2046.89	1804.35
Shpk	99.02	-0.02	0.33	-0.08	0.94	0.97	97.79	100.25	92.1	103.47	93.15	107.36
Shprh	1204.31	0.24	0.19	1.25	0.21	0.42	1307.77	1100.85	1178.62	1436.92	1040.28	1161.42
Shq1	229.62	0.5	0.26	1.9	0.057	0.17	273.64	185.59	303	244.28	200.38	170.8
Siae	557.16	0.31	0.22	1.43	0.15	0.34	622.48	491.85	642.04	602.93	562.8	420.89
Siah1a	122.16	0.08	0.33	0.25	0.81	0.9	126.47	117.84	112.12	140.81	150.29	85.4
Siah1b	110.67	-0.26	0.32	-0.8	0.43	0.64	99.17	122.17	89.43	108.92	136.98	107.36
Siah2	419.79	0.23	0.22	1.04	0.3	0.52	454.74	384.84	427.13	482.35	378.07	391.61
Siah3	13.27	0.97	0.45	2.15	0.032	2	22.4	4.13	16.02	28.79	7.04	1.22
Sidt1	4435.91	-0.46	0.16	-2.83	0.0047	0.028	3703.16	5168.66	3563.9	3842.43	4976.73	5360.58
Sidt2	6094.59	0.28	0.16	1.73	0.083	0.23	6703.63	5485.55	6435.04	6972.23	5336.01	5635.08
Sigirr	1312.81	0.08	0.2	0.41	0.68	0.83	1350.55	1275.07	1413.55	1287.55	1104.46	1445.67
Siglec1	13.71	-0.48	0.44	-1.09	0.27	2	7.56	19.87	2.67	12.45	3.13	36.6
Siglec5	0.78	-0.12	0.18	-0.68	0.49	2	0	1.57	0	0	3.13	0
Siglece	6.57	-0.05	0.42	-0.13	0.9	2	6.17	6.96	5.34	7	7.83	6.1
Siglecg	4.12	0.04	0.37	0.11	0.91	2	4.5	3.74	6.67	2.33	6.26	1.22
Siglech	1.61	-0.29	0.26	-1.1	0.27	2	0	3.22	0	0	1.57	4.88
Sigmar1	692.42	-0.18	0.25	-0.7	0.48	0.69	646.41	738.43	583.3	709.52	951.04	525.81
Sik1	264.01	-0.81	0.25	-3.19	0.0014	0.011	185.74	342.28	204.22	167.27	371.02	313.53
Sik2	294.64	0.16	0.24	0.68	0.5	0.7	312.81	276.47	294.99	330.64	294.31	258.64
Sik3	2261.22	0.55	0.18	3.07	0.0022	0.015	2706.72	1815.71	2848.45	2564.99	1979.58	1651.85
Sike1	1419.54	-1.28	0.21	-6.17	6.80E-10	2.20E-08	796.54	2042.55	808.88	784.2	1661	2424.1
Sil1	287.11	-0.35	0.24	-1.45	0.15	0.33	249.73	324.48	262.95	236.51	345.19	303.77
Sin3a	3616.84	0.16	0.17	0.97	0.33	0.55	3826.52	3407.17	3812.17	3840.87	3198.32	3616.02
Sin3b	1901.13	-0.62	0.17	-3.56	0.00038	0.0036	1482.85	2319.41	1398.86	1566.85	2362.34	2276.48
Sip1	389.73	-0.94	0.27	-3.5	0.00046	0.0042	254.68	524.79	264.29	245.06	374.94	674.65
Sipa1	6347.44	-0.13	0.16	-0.82	0.41	0.63	6040.68	6654.2	5764.97	6316.4	6319.15	6989.25
Sipa1l1	4017.99	0.32	0.17	1.85	0.064	0.19	4480.06	3555.91	4839.96	4120.17	3744.68	3367.14
Sipa1l2	85.22	-0.5	0.36	-1.38	0.17	0.36	66.82	103.62	57.4	76.24	76.71	130.54
Sipa1l3	391.51	0.1	0.23	0.45	0.65	0.81	405.82	377.21	379.08	432.56	342.06	412.35
Sirpa	22.96	-0.72	0.45	-1.59	0.11	0.28	11.51	34.41	6.67	16.34	7.83	61
Sirpb1a	1.22	-0.18	0.22	-0.85	0.4	2	0	2.44	0	0	0	4.88
Sirpb1b	2.5	-0.06	0.29	-0.22	0.83	2	1.94	3.05	0	3.89	0	6.1
Sirt1	1494.67	-0.05	0.18	-0.29	0.77	0.88	1465.66	1523.69	1348.14	1583.18	1502.88	1544.49
Sirt2	2226.91	-0.64	0.17	-3.69	0.00022	0.0023	1722.14	2731.69	1665.82	1778.46	2574.47	2888.91
Sirt3	80.47	-0.2	0.34	-0.59	0.56	0.74	73.66	87.27	73.41	73.91	91.58	82.96
Sirt4	64.14	-0.16	0.37	-0.42	0.67	0.82	59.42	68.86	48.05	70.8	65.75	71.98
Sirt5	64.43	0.46	0.37	1.24	0.21	0.42	77.28	51.58	81.42	73.13	55.58	47.58
Sirt6	444.81	-0.39	0.23	-1.71	0.087	0.23	381.33	508.28	416.46	346.2	460.26	556.31
Sirt7	2184.36	-0.45	0.18	-2.45	0.014	0.065	1831.46	2537.26	1830	1832.91	2233.19	2841.33
Sit1	685.46	-0.65	0.2	-3.29	0.001	0.008	525.46	845.46	521.9	529.02	884.51	806.41
Siva1	416.01	-0.73	0.28	-2.62	0.0088	0.045	299.85	532.17	258.95	340.75	361.63	702.71
Six1	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Six4	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Six5	20.1	0.07	0.45	0.14	0.88	2	20.73	19.46	17.35	24.12	13.31	25.62
Ska1	569.92	-0.92	0.22	-4.13	3.60E-05	0.00047	383.25	756.59	369.74	396.77	645.77	867.4
Skap1	3885.08	0.43	0.16	2.63	0.0086	0.044	4476.5	3293.66	4418.17	4534.83	3388.53	3198.78
Skap2	960.01	-0.12	0.19	-0.65	0.51	0.71	917.92	1002.1	963.72	872.11	1016.01	988.18
Ski	2113.3	-0.12	0.17	-0.72	0.47	0.68	2018.87	2207.73	1906.08	2131.66	2187.79	2227.68
Skil	1634.25	-0.02	0.19	-0.13	0.9	0.95	1619.15	1649.36	1481.62	1756.67	1533.41	1765.31
Skint3	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Skint4	0.92	-0.05	0.2	-0.23	0.82	2	0.67	1.17	1.33	0	2.35	0
Skiv2l	3534.63	0.03	0.19	0.14	0.89	0.94	3567.63	3501.63	3443.77	3691.5	2973.67	4029.59
Skiv2l2	2918.18	0.3	0.17	1.84	0.066	0.19	3236	2600.36	3183.48	3288.51	2531.42	2669.31
Skp1a	3837.61	1.08	0.21	5.12	3.00E-07	6.40E-06	5293.16	2382.06	5373.88	5212.45	2954.88	1809.23
Skp2	361.45	0.08	0.23	0.34	0.74	0.86	371.86	351.04	361.73	381.99	370.24	331.83
Sla	19713.7	-0.21	0.17	-1.21	0.22	0.43	18255.1	21172.3	20116.67	16393.54	22045.39	20299.22
Sla2	980.55	-1.24	0.19	-6.65	3.00E-11	1.20E-09	567.78	1393.32	579.3	556.25	1421.48	1365.16
Slain1	1206.05	0.06	0.19	0.32	0.75	0.87	1232.28	1179.83	1230.68	1233.87	1275.1	1084.56
Slain2	3475.38	-0.11	0.19	-0.59	0.56	0.74	3337.62	3613.14	3426.41	3248.83	4166.58	3059.71
Slamf1	1985.33	-1.35	0.18	-7.73	1.10E-14	6.20E-13	1087.7	2882.96	1149.26	1026.15	2980.71	2785.21
Slamf6	7157.75	1.73	0.25	6.86	7.00E-12	2.90E-10	11268.46	3047.04	11716.81	10820.11	4199.46	1894.63
Slamf7	1274.88	-1.69	0.25	-6.66	2.80E-11	1.10E-09	556.99	1992.76	704.77	409.22	2450.79	1534.73
Slamf8	2.03	-0.03	0.3	-0.09	0.93	2	1.83	2.22	1.33	2.33	0.78	3.66
Slamf9	2.53	-0.34	0.31	-1.12	0.26	2	0.39	4.66	0	0.78	0.78	8.54
Slbp	5505.79	-0.38	0.19	-2.01	0.044	0.15	4751.82	6259.77	4494.25	5009.4	5276.52	7243.01
Slc10a1	4.17	-0.17	0.38	-0.44	0.66	2	3.17	5.18	4	2.33	5.48	4.88
Slc10a3	411.17	0.56	0.24	2.32	0.02	0.084	496.71	325.63	451.16	542.25	380.42	270.84
Slc10a4	0.39	-0.09	0.16	-0.58	0.56	2	0	0.78	0	0	1.57	0
Slc10a5	0.53	0.02	0.16	0.13	0.9	2	0.67	0.39	1.33	0	0.78	0
Slc10a7	701.05	0.15	0.22	0.69	0.49	0.69	740.27	661.83	718.12	762.42	771.01	552.65
Slc11a1	5.67	0.14	0.39	0.37	0.71	2	6.67	4.66	4	9.34	0.78	8.54
Slc11a2	1375.23	0.21	0.18	1.17	0.24	0.45	1481.09	1269.38	1565.71	1396.47	1312.67	1226.08
Slc12a2	464.31	1.33	0.24	5.59	2.30E-08	6.20E-07	678.76	249.85	615.34	742.19	293.53	206.18
Slc12a3	1.75	-0.01	0.29	-0.04	0.97	2	1.72	1.78	2.67	0.78	2.35	1.22
Slc12a4	526.7	-0.37	0.21	-1.74	0.083	0.22	456.43	596.96	491.2	421.66	583.93	609.99
Slc12a5	5.26	-0.01	0.4	-0.04	0.97	2	5.11	5.4	4	6.22	4.7	6.1
Slc12a6	2420.4	0.12	0.17	0.7	0.49	0.69	2521.69	2319.11	2485.38	2557.99	2356.86	2281.36
Slc12a7	2049.59	0.03	0.18	0.19	0.85	0.92	2074.22	2024.97	2167.7	1980.73	1905.22	2144.72
Slc12a8	42.64	1.03	0.41	2.51	0.012	0.058	62.65	22.63	65.4	59.9	28.18	17.08
Slc12a9	239.27	0	0.25	0.02	0.99	0.99	239.78	238.75	246.94	232.62	237.17	240.34
Slc13a3	4.23	-0.38	0.38	-1.01	0.31	2	1.83	6.62	1.33	2.33	4.7	8.54
Slc13a4	1.2	0.12	0.22	0.56	0.58	2	2	0.39	4	0	0.78	0
Slc14a1	267.51	1.29	0.29	4.37	1.20E-05	0.00019	393.51	141.51	443.15	343.87	187.86	95.16
Slc14a2	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Slc15a1	25.59	0.72	0.44	1.63	0.1	0.26	35.64	15.54	44.05	27.23	16.44	14.64
Slc15a2	204.35	1.06	0.3	3.52	0.00044	0.004	284.77	123.93	201.55	367.98	119.76	128.1
Slc15a3	158.02	-0.95	0.29	-3.34	0.00084	0.0069	101.79	214.25	100.11	103.47	211.34	217.16
Slc15a4	676.25	-0.11	0.23	-0.47	0.64	0.8	648.42	704.08	606	690.84	565.15	843
Slc16a1	3261.63	0.08	0.17	0.47	0.64	0.8	3352.83	3170.44	3501.16	3204.49	3117.7	3223.18
Slc16a10	386.76	-1.39	0.24	-5.85	4.90E-09	1.40E-07	202.42	571.1	209.56	195.27	648.12	494.09
Slc16a11	1.76	-0.15	0.26	-0.56	0.57	2	0.78	2.74	0	1.56	5.48	0
Slc16a12	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Slc16a13	49.38	0.28	0.4	0.71	0.48	0.69	55.65	43.1	56.06	55.24	31.31	54.9
Slc16a2	0.58	0.1	0.16	0.6	0.55	2	1.17	0	0	2.33	0	0
Slc16a3	373.93	-0.71	0.23	-3.07	0.0021	0.015	277.98	469.89	307	248.95	468.87	470.91
Slc16a4	8.87	-0.34	0.44	-0.76	0.45	2	6.17	11.58	5.34	7	10.96	12.2
Slc16a5	69.66	0.63	0.37	1.69	0.09	0.24	88.68	50.63	108.12	69.24	41.49	59.78
Slc16a6	1235.72	-0.77	0.18	-4.22	2.50E-05	0.00034	899.17	1572.28	913	885.34	1669.61	1474.95
Slc16a7	1.11	0.06	0.24	0.25	0.8	2	1.45	0.78	1.33	1.56	1.57	0
Slc16a8	1.53	-0.09	0.28	-0.34	0.73	2	1.06	2	1.33	0.78	1.57	2.44
Slc16a9	0.39	-0.09	0.16	-0.58	0.56	2	0	0.78	0	0	1.57	0
Slc17a5	141.39	-0.26	0.29	-0.89	0.37	0.59	126.69	156.09	118.8	134.59	159.68	152.5
Slc17a6	3.36	-0.29	0.34	-0.85	0.4	2	1.45	5.27	1.33	1.56	0.78	9.76
Slc17a7	16.81	-0.67	0.45	-1.47	0.14	2	9.56	24.07	6.67	12.45	27.4	20.74
Slc17a8	6.07	-0.16	0.41	-0.38	0.7	2	5	7.14	5.34	4.67	9.39	4.88
Slc17a9	296.93	-0.74	0.24	-3.01	0.0026	0.018	217.27	376.6	241.6	192.94	383.55	369.65
